first_name,middle_name,last_name,email,do_not_call,p2ptext_optout,mobile_phone,home_phone,work_phone,best_phone,join_date,xdate,membership_status,memb_status_letter,membership_type,monthly_dues_status,yearly_dues_status,union_member,union_name,union_local,accomodations,race,student_yes_no,student_school_name,mailing_pref,actionkit_id,dsa_chapter,ydsa_chapter,congressional_district,address1,address2,city,state,zip,country,lat,lon
Leonard,,Roberts,eric17@example.com,,,7076179765,,,7076179765,1987-04-27,2017-06-25,Lapsed,L,one-time,canceled_by_admin,,"No, but former union member",,,,Other,"Yes, college student",Napa Street Elementary,Yes,958328,Maine,,ME_01,176 Harbor Drive,,Bass Harbor,Maine,04653,,44.240081,-68.343906
Timothy,,Mcdonald,vbridges@example.org,,,451-300-5587,(996)849-9007,,451-300-5587,1998-10-02,2010-05-03,Lapsed,L,income-based,canceled_by_failure,,"No, not a union member",,,,Black / of African Descent,"Yes, college student",James S Daley Middle School,Yes,405651,Maine,,ME_02,7 Maple Street,,Danforth,Maine,04424,,45.66034,-67.868345
Ruth,,Martin,carlajohnson@example.net,,,711-467-6314,,,711-467-6314,1993-02-08,1997-08-16,Lapsed,L,one-time,canceled_by_failure,canceled_by_user,Currently organizing my workplace,,,,Native American / Indigenous,"Yes, graduate student",Ninety Six Elementary,Yes,986902,Maine,,ME_02,6 Recycle Court,,Dresden,Maine,04342,,44.088572,-69.740525
Rachel,,Garcia,hoodjoel@example.org,,,,9558960613,,9558960613,2006-07-11,2023-07-06,Member,M,annual,canceled_by_failure,canceled_by_failure,,,,,Hispanic / Latinx,"Yes, graduate student",Audrey W. Garrett Elementary,Yes,558839,Maine,,ME_02,17 Mechanic Street,,Camden,Maine,04843,,44.210265,-69.065552
Jane,,Fletcher,jason28@example.com,,,(660)286-3892,240-407-5192,,(660)286-3892,1989-07-27,2011-11-04,Lapsed,L,one-time,canceled_by_failure,canceled_by_processor,"Yes, current union member",AFT,746,,Hispanic / Latinx,,,Membership card only,527868,Maine,,ME_01,4 Pleasant Street,,Milo,Maine,04463,,45.253663,-68.985871
Wesley,J.,Washington,jmartin@example.org,,,,(324)228-5330,,(324)228-5330,1984-01-01,1990-05-14,Lapsed,L,yearly,canceled_by_failure,canceled_by_processor,"No, but former union member",,,,West Asian / Middle Eastern,,,Membership card only,795248,Maine,,ME_02,81 Pascal Avenue,,Rockport,Maine,04856,,44.184524,-69.076149
Joseph,,Young,frazierwilliam@example.org,,,,7182162480,,7182162480,1994-07-20,2021-02-21,Lapsed,L,monthly,past_due,canceled_by_failure,Currently organizing my workplace,,,,White / of European Descent,"Yes, high school student",LEE ES,Yes,167932,Maine,,ME_02,1069 Main Street,,Lovell,Maine,04051,,44.17942,-70.892437
Lynn,,Houston,webbmatthew@example.net,,TRUE,979-841-5228,,,979-841-5228,2006-06-21,2011-05-30,Lapsed,L,yearly,lapsed,canceled_by_user,Currently organizing my workplace,,,,White / of European Descent,"Yes, high school student",Central Elementary School,No,85577,Maine,,ME_02,224 Main Street,,Lovell,Maine,04051,,44.127028,-70.892029
Phillip,,Aguilar,guerreroemma@example.com,,TRUE,(974)865-5691,9179113299,,(974)865-5691,1991-05-03,1994-01-02,Lapsed,L,monthly,canceled_by_processor,canceled_by_processor,"No, but former union member",,,,White / of European Descent,"Yes, high school student",Frances Willard Elem,Yes,76456,Maine,,ME_01,8 Sawyer Street,,Phillips,Maine,04966,,44.823113,-70.339511
Jeffery,,Walsh,strongmelissa@example.net,,,,985-377-5998,,985-377-5998,2006-08-23,2022-05-29,Lapsed,L,income-based,canceled_by_admin,canceled_by_user,"No, not a union member",,,,Asian,"Yes, college student",Mill Hill School,No,221761,Maine,,ME_01,7 Harding Lane,,Sargentville,Maine,04673,,44.301625,-68.672102
Ricardo,,Harris,jacquelinesmith@example.org,,TRUE,(799)778-1876,744-444-9548,,(799)778-1876,2011-08-16,2018-02-14,Lapsed,L,income-based,lapsed,canceled_by_processor,"No, but former union member",,,,White / of European Descent,"Yes, college student",George V. LeyVa Intermediate,No,32088,Maine,,ME_01,2 Rock End Road,,Mount Desert,Maine,04609,,44.291475,-68.288221
Richard,,Ramirez,andrewpeters@example.com,,TRUE,9475483884,,,9475483884,2010-06-21,2014-05-23,Lapsed,L,monthly,canceled_by_failure,canceled_by_failure,"Yes, retired union member",,958,,Hispanic / Latinx,"Yes, college student",Phoenix,No,42383,Maine,,ME_02,45 Whipple Road,,Kittery,Maine,03904,,43.088448,-70.736847
Nathan,Stephanie,Palmer,amandaford@example.org,,,6476028801,(817)419-2319,,6476028801,1997-01-01,2007-02-14,Lapsed,L,monthly,canceled_by_failure,canceled_by_failure,"No, not a union member",,,,White / of European Descent,"Yes, high school student",DENVER MONTESSORI JUNIOR/SENIOR HIGH SCHOOL,Yes,602234,Maine,,ME_02,6428 Dan Ramp,Apt. 342,Riveraborough,PA,04070,US,,
Sarah,Travis,Martinez,anthonypatel@example.org,,,6343489198,,,6343489198,2010-06-30,2022-11-20,Lapsed,L,monthly,past_due,canceled_by_user,"No, but former union member",,,,Asian,"Yes, college student",Metcalfe County High School,No,814098,Maine,,ME_01,2 Old Union Road,,Washington,Maine,04574,,44.273686,-69.367266
Tara,,Smith,mccoytricia@example.com,,,,,,,2000-03-14,2024-12-11,Member in Good Standing,M,one-time,canceled_by_processor,canceled_by_processor,"Yes, current union member",UFCW,3090,,Native American / Indigenous,No,,Yes,625242,Maine,,ME_02,793 Waldoboro Road,,Bremen,Maine,04551,,44.001706,-69.428787
Laura,,Harmon,huynhjennifer@example.com,,,(597)857-2003,544-277-6763,,(597)857-2003,2018-05-29,2023-07-25,Member,M,monthly,past_due,never,"No, not a union member",,,,Other,"Yes, college student",Union HS,Yes,61969,Maine,,ME_01,68 Main Road,,Medway,Maine,04460,,45.608943,-68.530862
Kristina,,Roberts,suarezryan@example.org,,,6422889048,5737226170,,6422889048,1994-12-20,2024-03-02,Member in Good Standing,M,one-time,canceled_by_processor,never,"Yes, retired union member",AFT,4218,,Pacific Islander,"Yes, college student",LEWISTON-ALTURA SECONDARY,No,768316,Maine,,ME_02,4011 Broadway,,Kenduskeag,Maine,04450,,44.920084,-68.931656
Joshua,,Thomas,feliciasanchez@example.com,,,2365405939,,,2365405939,2006-08-17,2014-07-16,Lapsed,L,income-based,lapsed,never,"Yes, current union member",UFCW,3164,,Pacific Islander,No,,Membership card only,891085,Maine,,ME_01,322 Maine Highway 1,,Brookton,Maine,04413,,45.529791,-67.765562
Jason,,Wolfe,rosalesdavid@example.net,,,838-334-9805,683-216-5722,,838-334-9805,2023-10-02,2024-10-12,Member in Good Standing,M,one-time,canceled_by_processor,canceled_by_user,Currently organizing my workplace,,,,Native American / Indigenous,No,,Membership card only,374548,Maine,,ME_01,731 Drews Lake Road,,New Limerick,Maine,04761,,46.101164,-67.96002
Dominic,,Liu,nicole62@example.org,,,,9924502670,,9924502670,2020-12-01,2023-07-10,Member,M,one-time,canceled_by_failure,canceled_by_failure,"Yes, current union member",USW,238,,Jewish,"Yes, college student",Rockfield Elementary,Membership card only,526485,Maine,,ME_02,33 Doanes Point Avenue,,Sorrento,Maine,04677,,44.473412,-68.177234
Kathryn,,Kennedy,christopher84@example.org,,,867-699-7260,,,867-699-7260,2008-09-21,2010-02-12,Lapsed,L,yearly,canceled_by_failure,never,"Yes, retired union member",IBEW,772,,Hispanic / Latinx,"Yes, high school student",HARROLD SCHOOL,No,411583,Maine,,ME_01,22 Kenyon Road,,Phippsburg,Maine,04562,,43.766641,-69.860003
Amanda,,Ross,kimberlyparks@example.net,,,(432)679-0684,,,(432)679-0684,1990-01-24,2020-06-19,Lapsed,L,one-time,lapsed,canceled_by_failure,Currently organizing my workplace,,,,Hispanic / Latinx,No,,Yes,638541,Maine,,ME_02,6 Weld Road,,Wilton,Maine,04294,,44.592912,-70.228729
Bruce,,Benson,mclark@example.net,,,,(636)991-4240,,(636)991-4240,1991-08-04,2009-09-06,Lapsed,L,annual,canceled_by_processor,canceled_by_processor,"Yes, current union member",SEIU,2009,,West Asian / Middle Eastern,,,No,217188,Maine,,ME_01,10 North Main Street,,Burnham,Maine,04922,,44.692843,-69.427547
Nicole,,Scott,nathan90@example.org,,,,(313)383-6414,,(313)383-6414,2004-02-08,2011-08-26,Lapsed,L,one-time,canceled_by_processor,canceled_by_failure,"Yes, retired union member",AFSCME,5876,,Black / of African Descent,"Yes, graduate student",Mission Continuation,No,262360,Maine,,ME_01,59993 Brianna Dale,Apt. 982,West Holly,GU,04467,US,,
Amy,T.,Gentry,patricia01@example.org,,,372-475-5845,,,372-475-5845,2021-11-27,2024-06-13,Member in Good Standing,M,income-based,canceled_by_processor,canceled_by_user,"Yes, retired union member",AFSCME,5770,,White / of European Descent,No,,Yes,93278,Maine,,ME_02,7 Jackson Road,,Monroe,Maine,04951,,44.6154,-69.018173
Emily,,Richardson,heidi80@example.net,,,(285)428-5937,,,(285)428-5937,2000-11-22,2012-08-14,Lapsed,L,income-based,lapsed,canceled_by_user,"Yes, current union member",LIUNA,2126,,Black / of African Descent,"Yes, graduate student",Chapter Journey School,Membership card only,608216,Maine,,ME_01,128 Main Street,,Whitefield,Maine,04353,,44.25938,-69.55278
Ashley,Julie,Robinson,william13@example.org,,,4972259518,,,4972259518,2023-03-21,2024-05-10,Member in Good Standing,M,annual,lapsed,canceled_by_failure,"Yes, retired union member",AFSCME,5767,,Other,"Yes, graduate student",Farmingdale Elem School,Yes,957882,Maine,,ME_01,1004 Western Avenue,,Dixmont,Maine,04932,,44.680347,-69.162822
Richard,,Wilson,youngedward@example.com,,,824-658-5059,4583550893,,824-658-5059,1995-03-07,2019-04-25,Lapsed,L,annual,lapsed,canceled_by_failure,"No, but former union member",,,,Prefer Not to Say,No,,Yes,270349,Maine,,ME_01,13 Market Square,,Houlton,Maine,04730,,46.125129,-67.840794
Christian,,Clements,treeves@example.com,,TRUE,(236)770-2350,,,(236)770-2350,2011-08-10,2022-05-01,Lapsed,L,yearly,canceled_by_admin,canceled_by_processor,"No, not a union member",,,,Other,No,,No,731574,Maine,,ME_02,27 Arkansas Road,,Limestone,Maine,04750,,46.933768,-67.912096
Cynthia,,Powell,ellisonclayton@example.net,True,,619-349-2778,726-716-0203,,619-349-2778,1992-04-16,2018-09-14,Lapsed,L,yearly,canceled_by_admin,never,"Yes, retired union member",,5435,,Prefer Not to Say,"Yes, high school student",Tussey Mountain EL,Yes,273935,Maine,,ME_02,84 Eustis Village Road,,Eustis,Maine,04936,,45.217276,-70.478401
Jeremy,,Mcintyre,aprilphillips@example.net,,,8427177877,(272)806-5931,,8427177877,2010-12-24,2018-05-15,Lapsed,L,monthly,lapsed,canceled_by_processor,"No, not a union member",,,,Pacific Islander,"Yes, high school student",Mc Dermitt Elementary School,Yes,333047,Maine,,ME_02,14 Front Street,,Brownville,Maine,04414,,45.351003,-69.053855
Betty,,Gonzalez,jesse50@example.org,,,925-933-7624,,,925-933-7624,1988-05-15,2013-08-09,Lapsed,L,monthly,canceled_by_admin,canceled_by_failure,"Yes, retired union member",UFCW,2934,,Jewish,,,Membership card only,83467,Maine,,ME_01,2 Pleasant Street,,Brunswick,Maine,04011,,43.914524,-69.965328
Allen,,Garrison,wbrewer@example.net,,,,,,,1986-04-18,2009-04-11,Lapsed,L,one-time,canceled_by_failure,,"No, but former union member",,,,Hispanic / Latinx,,,Membership card only,471750,Maine,,ME_01,161 Main Street,,Kennebunkport,Maine,04046,,43.372153,-70.439686
Evelyn,,Gonzalez,raymond65@example.org,,TRUE,752-262-4292,(767)393-0723,,752-262-4292,2015-07-07,2018-06-15,Lapsed,L,income-based,lapsed,never,"Yes, retired union member",UAW,510,,White / of European Descent,"Yes, college student",KEPNER BEACON MIDDLE SCHOOL,Membership card only,621403,Maine,,ME_01,33 Doanes Point Avenue,,Sorrento,Maine,04677,,44.473412,-68.177234
Lindsey,,Reyes,rodriguezcheyenne@example.com,,,2567292415,,,2567292415,2016-06-18,2024-04-15,Member in Good Standing,M,annual,canceled_by_processor,,"No, not a union member",,,,Hispanic / Latinx,"Yes, high school student",Maple Elementary School,No,854254,Maine,,ME_01,4 North Main Street,,Morrill,Maine,04952,,44.44313,-69.149206
Marcus,,Jackson,snyderclaudia@example.com,,,2854860261,,,2854860261,2015-10-18,2020-01-02,Lapsed,L,one-time,lapsed,never,"No, but former union member",,,,Pacific Islander,"Yes, college student",La Paloma Elementary,Yes,149884,Maine,,ME_01,211 Green Road Rd,,Waterford,Maine,04267,,44.220444,-70.776375
James,,Hughes,katiebrewer@example.com,,,,,,,1991-08-16,2099-11-01,Member in Good Standing,M,income-based,lapsed,canceled_by_user,"Yes, retired union member",AFT,4359,,Native American / Indigenous,"Yes, graduate student",PALMER-LAAKSO EL,Yes,279326,Maine,,ME_02,2 Bear River Road,,Newry,Maine,04261,,44.487689,-70.787659
Jennifer,,Riley,charlene35@example.com,,,,,,,1990-02-20,2015-01-14,Lapsed,L,one-time,past_due,canceled_by_processor,Currently organizing my workplace,,,,West Asian / Middle Eastern,No,,Membership card only,857475,Maine,,ME_01,31 Depot Street,,Union,Maine,04862,,44.211741,-69.274292
Angela,,Williams,robertcook@example.org,,TRUE,316-828-0103,,,316-828-0103,1997-07-30,2019-11-07,Lapsed,L,income-based,canceled_by_admin,canceled_by_admin,"No, not a union member",,,,Native American / Indigenous,"Yes, college student",OAK CREEK CHARTER SCHOOL OF BONITA SPRINGS,Yes,878001,Maine,,ME_02,16 Casco Street,,Portland,Maine,04101,,43.65619,-70.26164
Jermaine,,Cain,jhernandez@example.net,,,,,,,1984-12-30,2012-03-29,Lapsed,L,income-based,lapsed,canceled_by_processor,"No, not a union member",,,,White / of European Descent,"Yes, high school student",INFANT TODDLER AT BRYAN COMMUNITY SCHOOL,Yes,719133,Maine,,ME_02,39 Jay Carter Road,,Blue Hill,Maine,04614,,44.420257,-68.524837
Shaun,S.,Morgan,flandry@example.org,,,6065318146,,,6065318146,2019-03-31,2020-06-21,Lapsed,L,one-time,canceled_by_failure,canceled_by_user,"Yes, retired union member",AFSCME,2777,,Black / of African Descent,"Yes, graduate student",Little Rails Early Learning,Yes,205880,Maine,,ME_01,1 Washington Street,,Eastport,Maine,04631,,44.905929,-66.985192
Derrick,S.,Carey,fischeralexis@example.net,,,,,,,2006-01-24,2012-09-30,Lapsed,L,monthly,canceled_by_processor,canceled_by_admin,"Yes, retired union member",IBEW,2694,,Native American / Indigenous,No,,Yes,194954,Maine,,ME_02,41348 Joshua Locks,Apt. 756,Blakefort,OK,04471,US,,
Sarah,,Hill,robertsandrew@example.com,,,3432709883,361-346-3863,,3432709883,1996-10-12,2016-08-08,Lapsed,L,income-based,canceled_by_failure,canceled_by_user,"Yes, retired union member",UFCW,2261,,White / of European Descent,No,,No,295136,Maine,,ME_01,4 Glen Cove Dr,,Saint George,Maine,04860,,43.967305,-69.208101
Stephanie,,Schwartz,timothy26@example.org,,,310-205-2624,9769252880,,310-205-2624,2014-11-10,2019-03-31,Lapsed,L,yearly,canceled_by_failure,never,,,,,Native American / Indigenous,No,,Yes,871043,Maine,,ME_01,25 Shelburne Avenue,,Gardiner,Maine,04345,,44.17491,-69.762806
Christopher,,Martin,ywalker@example.com,,TRUE,(766)346-2831,,,(766)346-2831,2007-05-13,2014-02-28,Lapsed,L,income-based,canceled_by_admin,canceled_by_admin,Currently organizing my workplace,,,,Jewish,,,Membership card only,182787,Maine,,ME_02,15 Saint Albans Road,,Corinna,Maine,04928,,44.921543,-69.261932
Kathleen,,Henry,osmith@example.org,,TRUE,,,,,2005-07-02,2020-09-04,Lapsed,L,yearly,canceled_by_processor,canceled_by_failure,Currently organizing my workplace,,,,Jewish,"Yes, high school student",Highland Community High,Membership card only,33930,Maine,,ME_02,100 Main Street,,Unity,Maine,04988,,44.611179,-69.334489
Lisa,,Ramsey,qphillips@example.net,True,,262-902-4422,(387)240-0985,,262-902-4422,2021-11-07,2024-04-24,Member in Good Standing,M,monthly,canceled_by_admin,,"No, but former union member",,,,Other,No,,Membership card only,768503,Maine,,ME_02,901 Main Street,,Palmyra,Maine,04965,,44.84662,-69.358749
Timothy,T.,Mcmahon,hillsteven@example.com,,,8282213125,(931)809-2998,,8282213125,1982-12-15,2006-11-13,Lapsed,L,one-time,canceled_by_processor,never,"No, but former union member",,,,White / of European Descent,"Yes, college student",Vance Charter School,No,577599,Maine,,ME_01,121 Center Street,,Portland,Maine,04101,,43.65697,-70.259574
Nicholas,,Lewis,montoyakevin@example.com,,TRUE,363-711-6761,(578)667-7133,,363-711-6761,2018-09-03,2021-06-06,Lapsed,L,yearly,canceled_by_processor,canceled_by_user,"No, not a union member",,,,Native American / Indigenous,,,No,917656,Maine,,ME_02,357 Little River Road,,Lebanon,Maine,04027,,43.395004,-70.85101
Michael,,Rodriguez,mark98@example.com,,,8082842999,(531)335-2187,,8082842999,2016-08-18,2021-01-12,Lapsed,L,,canceled_by_admin,canceled_by_admin,,,,,Native American / Indigenous,"Yes, graduate student",Salem Elementary,Membership card only,587220,Maine,,ME_01,1 High Street,,Sangerville,Maine,04479,,45.164776,-69.356436
Thomas,,Moore,troy26@example.org,,TRUE,,514-636-3630,,514-636-3630,2000-09-18,2001-11-23,Lapsed,L,yearly,canceled_by_admin,canceled_by_admin,"Yes, current union member",,857,,White / of European Descent,"Yes, college student",Madison Elementary School,Membership card only,5971,Maine,,ME_01,120 East Main Street,,Dover-Foxcroft,Maine,04426,,45.183489,-69.2276
Susan,,Smith,jeffrey51@example.net,,,5687184742,710-248-3561,,5687184742,2016-11-06,2020-07-28,Lapsed,L,monthly,past_due,never,"No, not a union member",,,,White / of European Descent,"Yes, graduate student",Rockdale County High School,Membership card only,633766,Maine,,ME_01,17 West Road,,Shirley Mills,Maine,04406,,45.365604,-69.61811
Johnny,,Flores,larry07@example.com,,,,(233)830-7791,,(233)830-7791,2010-08-17,2023-02-20,Member,M,income-based,canceled_by_processor,canceled_by_admin,"No, not a union member",,,,Black / of African Descent,"Yes, graduate student",BETTYE MYERS MIDDLE,Yes,84297,Maine,,ME_02,4 Congo Avenue,,Thomaston,Maine,04861,,44.07897,-69.18171
Rebecca,J.,Howard,devin59@example.org,,,(774)729-4751,8562427692,,(774)729-4751,1993-07-03,2000-02-19,Lapsed,L,monthly,canceled_by_processor,,"No, not a union member",,,,Native American / Indigenous,No,,No,593307,Maine,,ME_02,2 Main Street,,Biddeford,Maine,04005,,43.492584,-70.453384
Tamara,S.,Clark,xclark@example.org,,,9994575301,(430)855-4627,,9994575301,2007-03-27,2021-03-13,Lapsed,L,income-based,lapsed,canceled_by_admin,Currently organizing my workplace,,,,White / of European Descent,No,,No,99426,Maine,,ME_02,1068 Crystal Road,,Island Falls,Maine,04747,,46.008921,-68.271334
Andrew,,Smith,jamesyoung@example.net,,,(679)727-9534,,,(679)727-9534,1999-12-30,2014-11-30,Lapsed,L,yearly,lapsed,never,"No, not a union member",,,,Other,"Yes, high school student",Reinberg Elem School,No,891126,Maine,,ME_01,18 South Perley Brook Road,,Fort Kent,Maine,04743,,47.239777,-68.577479
William,,Pierce,ricardorodriguez@example.org,True,,819-204-1614,712-440-4005,,819-204-1614,2008-03-03,2018-01-12,Lapsed,L,yearly,canceled_by_admin,,"No, but former union member",,,,Native American / Indigenous,"Yes, college student",Landis Elementary,Membership card only,122402,Maine,,ME_02,54 Fir Hollow Road,,Pemaquid,Maine,04558,,43.906906,-69.514714
Maria,J.,Rodriguez,ashley56@example.net,,,231-924-2390,,,231-924-2390,2018-12-10,2022-08-24,Lapsed,L,income-based,canceled_by_failure,canceled_by_user,Currently organizing my workplace,,,,Asian,"Yes, college student",BARRETTS ELEM.,No,379687,Maine,,ME_02,81 Pascal Avenue,,Rockport,Maine,04856,,44.184524,-69.076149
Daniel,,Martin,margaret45@example.org,,,2103213119,(998)871-9684,,2103213119,1989-10-18,2016-10-26,Lapsed,L,income-based,canceled_by_processor,canceled_by_processor,"No, not a union member",,,,Native American / Indigenous,"Yes, graduate student",Yolo Junior High,No,716954,Maine,,ME_02,2282 Riverside Drive,,Vassalboro,Maine,04989,,44.459525,-69.677899
William,,Sanders,bailey23@example.net,,TRUE,478-845-4554,,,478-845-4554,2009-04-23,2016-12-30,Lapsed,L,yearly,lapsed,canceled_by_user,"No, not a union member",,,,Jewish,"Yes, graduate student",Blue Grass Elementary School,No,943871,Maine,,ME_02,29 Tillson Avenue,,Rockland,Maine,04841,,44.103699,-69.107556
Zachary,,Williams,lauren43@example.net,,,,,,,1984-11-24,2024-07-30,Member in Good Standing,M,annual,canceled_by_failure,canceled_by_user,Currently organizing my workplace,,,,Prefer Not to Say,"Yes, graduate student",Easton Arts Academy Elementary CS,No,314641,Maine,,ME_01,12 Stump Ln,,Orrington,Maine,04474,,44.731183,-68.826426
Deborah,,Chapman,stricklandvictor@example.com,,,3354519620,,,3354519620,2009-10-01,2016-02-10,Lapsed,L,one-time,canceled_by_processor,canceled_by_user,Currently organizing my workplace,,,,White / of European Descent,,,No,610011,Maine,,ME_01,817 Gibbs Course,Apt. 419,East Isaiah,NJ,04243,US,,
Anthony,,Butler,jmoore@example.org,,,(430)458-0671,(610)400-0209,,(430)458-0671,1985-04-29,2099-11-01,Member in Good Standing,M,income-based,active,never,Currently organizing my workplace,,,,Native American / Indigenous,No,,Membership card only,887957,Maine,,ME_02,411 Main Street,,Grand Isle,Maine,04746,,47.305319,-68.15198
Alex,,Smith,boydjennifer@example.net,,TRUE,5203906642,485-399-3803,,5203906642,2017-04-06,2022-12-09,Lapsed,L,monthly,lapsed,canceled_by_failure,"Yes, current union member",AFT,4278,,Other,"Yes, graduate student",Bowen's Corner Elementary,No,145269,Maine,,ME_01,6157 Paul Crescent,Suite 985,New Chelsea,MP,04032,US,,
Joseph,R.,Levine,uharris@example.net,,,6426279243,6899401883,,6426279243,1997-06-14,2024-08-30,Member in Good Standing,M,monthly,canceled_by_failure,canceled_by_admin,"No, not a union member",,,,Other,"Yes, high school student",MICHAEL E FOSSUM MIDDLE,Yes,950368,Maine,,ME_01,213 Pequawket Trail,,East Baldwin,Maine,04024,,43.804193,-70.680154
Timothy,,Cox,pattersonjoshua@example.org,,,773-812-3194,,,773-812-3194,1989-06-07,2000-04-22,Lapsed,L,one-time,canceled_by_admin,canceled_by_processor,"Yes, current union member",UFCW,5646,,Pacific Islander,"Yes, high school student",EDGE High School - Northwest,Membership card only,193295,Maine,,ME_02,3 Main Street,,Friendship,Maine,04547,,43.983922,-69.33403
Steven,A.,Contreras,shannon04@example.org,,TRUE,888-781-5953,807-894-8429,,888-781-5953,2012-06-07,2019-07-14,Lapsed,L,monthly,canceled_by_failure,canceled_by_admin,"Yes, current union member",,1983,,Hispanic / Latinx,No,,No,268315,Maine,,ME_01,5 Campus Drive,,Freeport,Maine,04033,,43.844697,-70.136325
John,,Ingram,zshelton@example.com,,,(496)215-7440,,,(496)215-7440,2022-09-24,2024-03-26,Member in Good Standing,M,income-based,canceled_by_admin,canceled_by_admin,"No, but former union member",,,,Black / of African Descent,"Yes, graduate student",HALEY J EL,Membership card only,618629,Maine,,ME_02,84 Eustis Village Road,,Eustis,Maine,04936,,45.217276,-70.478401
Julie,,Nichols,jessica11@example.org,,,4802584416,,,4802584416,2001-12-10,2011-09-28,Lapsed,L,yearly,past_due,canceled_by_admin,Currently organizing my workplace,,,,Hispanic / Latinx,"Yes, high school student",MONTROSE HIGH,No,159245,Maine,,ME_02,35 River Road,,New Portland,Maine,04961,,44.88433,-70.098865
Angela,,Ramirez,jwillis@example.com,,,9277424302,(805)457-2912,,9277424302,2019-05-20,2023-09-29,Member,M,monthly,canceled_by_processor,canceled_by_user,Currently organizing my workplace,,,,Pacific Islander,"Yes, college student",CROTON ELEMENTARY SCHOOL,Yes,564525,Maine,,ME_02,2 Old Union Road,,Washington,Maine,04574,,44.273686,-69.367266
Kayla,,Jenkins,amberbeltran@example.net,,,840-216-9275,947-204-1860,,840-216-9275,2016-02-05,2017-04-22,Lapsed,L,annual,lapsed,canceled_by_admin,"No, but former union member",,,,Black / of African Descent,"Yes, high school student",TODD ELEMENTARY SCHOOL,Yes,663569,Maine,,ME_01,100 Main Street,,Unity,Maine,04988,,44.611179,-69.334489
Brittany,,Parks,ashleyweiss@example.com,,,(426)546-0024,797-373-5523,,(426)546-0024,1993-09-05,2022-02-01,Lapsed,L,monthly,canceled_by_failure,canceled_by_admin,"No, not a union member",,,,Native American / Indigenous,"Yes, graduate student",PIERCE CITY MIDDLE,Yes,131957,Maine,,ME_01,63 Pepperrell Road,,Kittery Point,Maine,03905,,43.083422,-70.70783
Sarah,,Hicks,harperemily@example.org,,,(452)947-0733,2653106925,,(452)947-0733,1990-09-01,1996-10-21,Lapsed,L,income-based,past_due,canceled_by_user,"Yes, current union member",,1297,,Hispanic / Latinx,"Yes, high school student",Dr. Samuel C. Eveleth,No,673039,Maine,,ME_01,123 Main Street,,Stratton,Maine,04982,,45.141165,-70.440623
John,,Ruiz,brittany35@example.org,,,706-216-0525,,,706-216-0525,1999-09-01,2018-01-18,Lapsed,L,income-based,past_due,canceled_by_processor,"Yes, current union member",USW,38,,Jewish,"Yes, graduate student",CALVIN HS,Membership card only,664319,Maine,,ME_02,95 6th Avenue,,Madawaska,Maine,04756,,47.355571,-68.321915
Brad,,Walton,nicolesanders@example.net,,,,(509)707-4353,,(509)707-4353,1989-05-12,2008-09-05,Lapsed,L,monthly,lapsed,,Currently organizing my workplace,,,,Jewish,"Yes, graduate student",Dillon Middle School,Yes,644223,Maine,,ME_02,353 Pond Road,,Mount Vernon,Maine,04352,,44.500913,-69.987717
Edward,,Jenkins,othompson@example.org,,,645-941-9522,7302809579,,645-941-9522,2014-08-20,2099-11-01,Member in Good Standing,M,one-time,active,canceled_by_user,"Yes, current union member",UFCW,3575,,West Asian / Middle Eastern,"Yes, high school student",OMAHA HIGH SCHOOL,No,900210,Maine,,ME_02,1014 River Road,,Perry,Maine,04667,,44.975508,-67.075535
Travis,,Dominguez,mario32@example.com,True,,559-743-1350,472-331-6010,,559-743-1350,1986-10-08,2013-08-24,Lapsed,L,monthly,canceled_by_failure,,"Yes, retired union member",USW,4812,,West Asian / Middle Eastern,"Yes, high school student",Park Middle,Membership card only,43568,Maine,,ME_02,99 East Main Street,,Fort Kent,Maine,04743,,47.258728,-68.589706
Chase,,Wyatt,robert78@example.com,,,524-718-4110,,,524-718-4110,2006-03-22,2009-10-15,Lapsed,L,yearly,canceled_by_processor,never,"No, but former union member",,,,West Asian / Middle Eastern,"Yes, high school student",Unaka High School,No,630504,Maine,,ME_02,1082 Vanceboro Road,,Lambert Lake,Maine,04454,,45.5459,-67.526946
Morgan,,Lucas,markgraham@example.com,,,8337075027,,,8337075027,2015-11-23,2016-12-08,Lapsed,L,income-based,canceled_by_failure,never,"No, but former union member",,,,White / of European Descent,"Yes, college student",Toomer Elementary School,Membership card only,880359,Maine,,ME_02,117 Main Road,,Milford,Maine,04461,,44.946179,-68.64392
David,,Clark,cjohnson@example.net,,TRUE,,,,,2022-10-27,2024-02-05,Member in Good Standing,M,annual,past_due,active,"No, but former union member",,,,White / of European Descent,"Yes, college student",Johnstonville Elementary,Yes,850366,Maine,,ME_02,3525 Union Street,,Levant,Maine,04456,,44.869496,-68.935089
Jennifer,,Gregory,qphillips@example.net,,TRUE,3612631933,,,3612631933,2004-11-22,2011-01-16,Lapsed,L,monthly,past_due,canceled_by_failure,"Yes, retired union member",SEIU,2244,,Asian,"Yes, college student",Pacolet Elementary,Membership card only,49044,Maine,,ME_02,1 Windsor Street,,Randolph,Maine,04346,,44.230348,-69.766711
